object1,object2,time
"[ 1.67520960e+09  4.40156416e+04  6.85107000e+06 -6.66224499e+06
 -1.40579187e+06 -7.58551994e+05]","[ 1.67520960e+09  4.39734395e+04 -6.85016300e+06 -6.70190734e+06
 -1.41696972e+06 -3.68061006e+04]",1675216400
"[ 1.67520960e+09  4.40156416e+04  6.85107000e+06 -6.72289825e+06
 -1.31900965e+06 -3.58147223e+03]","[ 1.67520960e+09  4.39598485e+04  6.85206100e+06 -6.79694575e+06
 -8.53788557e+05  1.52328837e+05]",1675216500
"[ 1.67520960e+09  4.39964505e+04  6.85052500e+06  6.79010468e+06
 -4.88823636e+05 -7.64998504e+05]","[ 1.67520960e+09  4.39322155e+04 -6.85191400e+06  6.83444963e+06
  1.80938864e+05 -4.54004329e+05]",1675216600
"[ 1.67520960e+09  4.39964505e+04  6.85052500e+06  6.82519865e+06
 -5.88436011e+05 -9.96052950e+03]","[ 1.67520960e+09  8.55546521e+01 -6.84980400e+06  6.84836298e+06
  1.23026531e+05 -6.76721901e+04]",1675216700
"[ 1.67520960e+09  4.39964505e+04  6.85052500e+06  6.77576075e+06
 -6.80760451e+05  7.45200808e+05]","[ 1.67520960e+09  4.39735233e+04  6.85114100e+06  6.81996281e+06
 -3.64525850e+05  5.41263411e+05]",1675216800
"[1.67520960e+09 4.39484142e+04 6.85112800e+06 5.96757524e+06
 2.16463805e+06 2.57688625e+06]","[ 1.67520960e+09  4.39756819e+04 -6.85017200e+06  6.27456270e+06
  1.58685496e+06  2.24406180e+06]",1675216900
"[ 1.67520960e+09  4.39814040e+04  6.85105800e+06 -6.21679933e+06
 -8.57269704e+05  2.74836141e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675217000
"[ 1.67520960e+09  4.39500091e+04  6.85105100e+06 -6.30270443e+06
 -1.35470256e+06  2.31896478e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675217100
"[ 1.67520960e+09  4.39834362e+04  6.84919000e+06 -6.41539719e+06
 -2.38014031e+06 -2.98353329e+05]","[ 1.67520960e+09  4.39286487e+04 -6.85007300e+06 -6.59546761e+06
 -1.84336911e+06  1.58868980e+05]",1675217200
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06 -6.40274967e+06
 -2.06355213e+06 -1.28581608e+06]","[ 1.67520960e+09  4.39286487e+04 -6.85007300e+06 -6.59757276e+06
 -1.74338565e+06 -5.96596339e+05]",1675217300
