EPOCH,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,NORAD_CAT_ID,SEMIMAJOR_AXIS,OBJECT_TYPE,RCS_SIZE,LAUNCH_DATE
1635662312.0,82.8063,132.2447,271.7417,267.426,42154,7393.71,DEBRIS,SMALL,1981.0
1635702058.0,82.9074,135.1376,61.6651,298.8989,42155,7260.875,DEBRIS,SMALL,1981.0
1635566489.0,82.7489,305.1808,86.8057,273.994,42156,7267.521,DEBRIS,SMALL,1981.0
1635485113.0,83.0834,58.1619,17.0095,343.1546,42157,7157.696,DEBRIS,SMALL,1981.0
1635668376.0,83.01,349.7134,120.4888,254.1867,42158,7357.491,DEBRIS,SMALL,1981.0
1635603598.0,82.8221,288.3206,145.8043,214.7607,42159,7345.942,DEBRIS,SMALL,1981.0
1635419269.0,82.9171,234.9673,353.4121,6.6915,42160,7181.916,DEBRIS,SMALL,1981.0
1635699585.0,82.9259,301.6703,211.9711,324.2579,42161,7302.226,DEBRIS,SMALL,1981.0
1635424004.0,82.8829,28.8724,125.6496,303.399,42162,7326.991,DEBRIS,SMALL,1981.0
1635568289.0,82.9299,294.4008,220.4869,139.3928,42164,7181.979,DEBRIS,SMALL,1981.0
1635668535.0,82.74,175.4621,359.3293,123.1488,42165,7234.868,DEBRIS,SMALL,1981.0
1635702275.0,82.8903,104.6776,347.8723,11.8915,42166,7321.038,DEBRIS,SMALL,1981.0
1635646236.0,82.8395,249.9145,276.8761,82.6081,42167,7338.59,DEBRIS,SMALL,1981.0
1635675928.0,82.7992,213.5735,283.5261,76.4548,42168,7124.45,DEBRIS,SMALL,1981.0
1635555423.0,82.8744,91.1587,149.4138,210.8535,42169,7150.931,DEBRIS,SMALL,1981.0
1635637551.0,82.7686,60.7282,127.816,234.1549,42170,7465.077,DEBRIS,SMALL,1981.0
1635693533.0,83.0848,88.8657,338.6019,21.368,42171,7256.968,DEBRIS,SMALL,1981.0
1635236407.0,82.9578,186.1096,309.6299,49.8893,42172,7265.729,DEBRIS,SMALL,1981.0
1635624142.0,83.2313,22.2214,160.1086,200.8466,42173,7457.018,DEBRIS,SMALL,1981.0
1635691420.0,82.7836,60.5614,7.7399,352.441,42174,7166.729,DEBRIS,SMALL,1981.0
1635700026.0,83.0261,288.5598,65.3995,108.5176,42175,7453.574,DEBRIS,SMALL,1981.0
1635393971.0,82.9044,228.8394,5.3988,149.0372,42176,7379.354,DEBRIS,SMALL,1981.0
1635686416.0,82.7142,252.1248,215.5966,144.3134,42177,7127.22,DEBRIS,SMALL,1981.0
1635323642.0,82.9456,340.4537,39.7277,320.4716,42178,7218.759,DEBRIS,SMALL,1981.0
1635523883.0,82.8833,304.9019,297.7223,184.5153,42180,7175.817,DEBRIS,SMALL,1981.0
1635652346.0,82.9012,284.8061,270.8675,88.462,42181,7311.389,DEBRIS,SMALL,1981.0
1635603778.0,82.9515,100.3547,176.5242,198.8634,42182,7412.675,DEBRIS,SMALL,1981.0
1635685631.0,82.9404,43.5095,189.8545,231.9469,42183,7331.246,DEBRIS,SMALL,1981.0
1635641511.0,83.022,78.4931,40.7148,134.3714,42184,7408.813,DEBRIS,SMALL,1981.0
1635069792.0,83.1209,220.1583,246.9092,112.6462,42186,7281.293,DEBRIS,SMALL,1981.0
1635684617.0,82.9744,20.0706,231.5577,127.9683,42187,7290.319,DEBRIS,SMALL,1981.0
1635717808.0,82.8599,29.6201,67.0719,293.6272,42188,7255.934,DEBRIS,SMALL,1981.0
1635645982.0,83.02,80.417,47.7573,313.4111,42189,7385.283,DEBRIS,SMALL,1981.0
1635535278.0,82.9296,355.1292,130.1799,230.4047,42190,7210.73,DEBRIS,SMALL,1981.0
1635675057.0,82.8281,24.7389,225.6581,134.1226,42191,7269.044,DEBRIS,SMALL,1981.0
1635651910.0,83.0979,265.374,212.9785,146.3154,42192,7382.229,DEBRIS,SMALL,1981.0
1635677051.0,82.9563,25.9363,286.4014,72.2617,42193,7397.022,DEBRIS,SMALL,1981.0
1635303908.0,82.8346,269.3905,170.5519,189.9467,42194,7389.941,DEBRIS,SMALL,1981.0
1635379090.0,83.0368,59.5549,215.5501,143.8137,42195,7361.122,DEBRIS,SMALL,1981.0
1635553710.0,82.794,75.3519,166.9462,193.486,42196,7376.649,DEBRIS,SMALL,1981.0
1635756252.0,82.8515,194.0237,228.0985,131.0115,42197,7387.358,DEBRIS,SMALL,1981.0
1635708324.0,82.8019,142.1031,128.7287,231.7583,42198,7320.033,DEBRIS,SMALL,1981.0
1635686346.0,82.9488,262.6954,337.4392,22.5001,42199,7307.654,DEBRIS,SMALL,1981.0
1635580361.0,82.9823,356.6533,70.8315,290.1226,42200,7277.266,DEBRIS,SMALL,1981.0
1635565965.0,82.7059,128.3113,3.9379,356.2162,42201,7216.257,DEBRIS,SMALL,1981.0
1635667323.0,82.8366,171.973,33.4442,142.1861,42202,7325.132,DEBRIS,SMALL,1981.0
1635691257.0,82.9991,62.2626,92.9737,331.4048,42203,7377.656,DEBRIS,SMALL,1981.0
1635320503.0,83.0688,187.6237,115.9036,245.5801,42204,7392.89,DEBRIS,SMALL,1981.0
1635648782.0,83.0363,104.9317,11.2075,349.1627,42205,7375.346,DEBRIS,SMALL,1981.0
1635739456.0,82.9172,288.8314,253.7973,118.7589,42206,7323.556,DEBRIS,SMALL,1981.0
1635532580.0,83.0531,142.1328,295.8179,62.1055,42207,7435.412,DEBRIS,SMALL,1981.0
1635684963.0,82.8785,242.1662,2.1666,119.2007,42209,7323.458,DEBRIS,SMALL,1981.0
1635690268.0,83.011,59.6494,2.5107,59.0428,42210,7385.644,DEBRIS,SMALL,1981.0
1635701027.0,82.842,320.2784,231.6699,127.9907,42211,7240.551,DEBRIS,SMALL,1981.0
1635654319.0,83.0504,272.3957,224.2294,197.8442,42212,7413.081,DEBRIS,SMALL,1981.0
1635676022.0,82.8284,354.409,104.2682,256.5069,42213,7244.32,DEBRIS,SMALL,1981.0
1635662592.0,82.9011,157.314,101.9184,259.4286,42215,7361.088,DEBRIS,SMALL,1981.0
1634940144.0,82.8898,41.2448,120.455,239.8769,42216,7235.246,DEBRIS,SMALL,1981.0
1635707574.0,83.0327,150.2005,231.0447,141.8554,42217,7391.901,DEBRIS,SMALL,1981.0
1635705297.0,82.8734,151.2381,307.095,52.4301,42218,7276.532,DEBRIS,SMALL,1981.0
1635575040.0,82.9536,173.1241,282.8262,76.686,42219,7251.996,DEBRIS,SMALL,1981.0
1635687219.0,82.9188,251.4616,111.8027,248.6617,42220,7179.043,DEBRIS,SMALL,1981.0
1635646243.0,82.8968,81.2219,284.1879,75.0298,42221,7356.119,DEBRIS,SMALL,1981.0
1635501056.0,82.9885,31.5341,107.778,253.1044,42222,7270.278,DEBRIS,SMALL,1981.0
1635687362.0,82.868,259.6195,191.1358,168.8777,42223,7209.829,DEBRIS,SMALL,1981.0
1635675714.0,82.7388,212.0097,178.6331,181.4958,42224,7234.052,DEBRIS,SMALL,1981.0
1635686394.0,83.1516,41.0715,164.5579,195.688,42225,7245.252,DEBRIS,SMALL,1981.0
1635710184.0,82.9567,358.0645,156.3845,204.2679,42226,7393.45,DEBRIS,SMALL,1981.0
1635263553.0,82.9079,97.6771,147.6981,212.9343,42227,7340.506,DEBRIS,SMALL,1981.0
1634421544.0,82.9388,21.1754,134.7716,225.6937,42228,7340.381,DEBRIS,SMALL,1981.0
1635699534.0,83.0182,111.0459,76.5253,286.0744,42229,7469.3,DEBRIS,SMALL,1981.0
1635506338.0,82.7496,246.5145,234.847,124.8545,42230,7256.675,DEBRIS,SMALL,1981.0
1635406368.0,82.7685,188.6113,228.1347,131.6191,42231,7224.694,DEBRIS,SMALL,1981.0
1635672345.0,83.015,348.671,22.2507,338.6542,42232,7436.589,DEBRIS,SMALL,1981.0
1635658320.0,83.0379,131.1077,117.688,243.7845,42233,7397.993,DEBRIS,SMALL,1981.0
1635650006.0,70.9867,240.8392,196.9149,162.7857,42234,7191.322,DEBRIS,SMALL,1993.0
1635514175.0,70.9965,43.0783,305.2412,53.5104,42235,7211.269,DEBRIS,SMALL,1993.0
1635572429.0,70.9577,321.1275,273.9229,84.5704,42237,7199.907,DEBRIS,SMALL,1993.0
1635728543.0,70.9728,218.108,188.3161,171.5967,42238,7184.612,DEBRIS,SMALL,1993.0
1635676019.0,71.1355,207.2179,4.2187,356.0039,42239,7231.295,DEBRIS,SMALL,1993.0
1635250773.0,70.9722,27.7038,298.5337,60.0927,42240,7213.973,DEBRIS,SMALL,1993.0
1635557249.0,71.0011,107.2713,355.8662,4.1155,42242,7221.585,DEBRIS,SMALL,1993.0
1635629069.0,70.9584,54.4203,331.7446,27.616,42243,7211.727,DEBRIS,SMALL,1993.0
1635403745.0,70.992,191.2741,150.5074,210.2578,42245,7180.4,DEBRIS,SMALL,1993.0
1635666663.0,70.956,295.2509,261.0901,97.4927,42246,7197.511,DEBRIS,SMALL,1993.0
1635655817.0,70.9936,269.2745,209.1785,150.2205,42247,7195.337,DEBRIS,SMALL,1993.0
1635725878.0,70.9651,197.0676,190.2807,169.5857,42248,7181.82,DEBRIS,SMALL,1993.0
1635710454.0,70.9982,354.5894,241.9094,118.1042,42250,7188.697,DEBRIS,SMALL,1993.0
1635325879.0,70.9716,228.2,300.1312,59.0975,42251,7129.812,DEBRIS,SMALL,1993.0
1635683005.0,70.9832,265.1937,104.6133,257.2044,42252,7244.259,DEBRIS,SMALL,1993.0
1635569166.0,70.9525,161.6307,171.174,189.1397,42253,7177.161,DEBRIS,SMALL,1993.0
1635145743.0,70.9833,292.372,336.5506,23.1223,42254,7142.409,DEBRIS,SMALL,1993.0
1635736781.0,71.0069,274.2814,210.4993,162.7848,42255,7207.775,DEBRIS,SMALL,1993.0
1635676339.0,98.7343,32.5829,2.6551,357.4975,42257,7138.089,DEBRIS,SMALL,1995.0
1635712728.0,98.743,177.1003,40.3249,320.9057,42258,7315.513,DEBRIS,SMALL,1995.0
1635702453.0,98.748,319.5454,165.7074,194.45,42259,7196.375,DEBRIS,SMALL,1995.0
1635649360.0,98.7043,68.7316,176.4032,183.8003,42260,7084.361,DEBRIS,SMALL,1995.0
1635491543.0,98.5321,347.4265,4.4392,355.7571,42261,7152.309,DEBRIS,SMALL,1995.0
1635659573.0,98.6254,328.896,95.0059,265.6728,42262,7162.97,DEBRIS,SMALL,1995.0
1635675229.0,98.8394,209.2796,4.6306,355.6,42263,7301.849,DEBRIS,SMALL,1995.0
1635705692.0,98.7288,148.3582,315.0765,44.0939,42264,7006.803,DEBRIS,SMALL,1995.0
1635660605.0,98.7839,316.068,246.7803,113.287,42265,7201.676,DEBRIS,SMALL,1995.0
1635749553.0,98.7111,328.2642,217.4732,142.4215,42266,7186.973,DEBRIS,SMALL,1995.0
1635686192.0,98.763,217.9451,293.7678,65.2166,42267,7277.403,DEBRIS,SMALL,1995.0
1635714473.0,98.767,194.4178,358.3627,1.7038,42268,7303.62,DEBRIS,SMALL,1995.0
1635666180.0,98.6914,91.0938,69.2811,292.136,42269,7054.474,DEBRIS,SMALL,1995.0
1635653588.0,98.818,297.884,31.7007,328.6804,42270,7205.074,DEBRIS,SMALL,1995.0
1635399419.0,98.7609,317.7575,256.7354,103.339,42271,7189.627,DEBRIS,SMALL,1995.0
1635701590.0,98.8578,292.9478,33.5761,326.7357,42272,7218.347,DEBRIS,SMALL,1995.0
1635141592.0,98.7043,325.7927,122.711,237.5607,42273,7169.889,DEBRIS,SMALL,1995.0
1635663952.0,98.6989,334.6978,103.8721,256.4672,42274,7167.363,DEBRIS,SMALL,1995.0
1635638971.0,98.5814,50.6918,120.385,240.887,42275,7074.863,DEBRIS,SMALL,1995.0
1635595653.0,99.0124,235.1541,32.9712,327.8718,42276,7300.479,DEBRIS,SMALL,1995.0
1635675403.0,98.7794,31.8519,322.4721,37.313,42277,7114.348,DEBRIS,SMALL,1995.0
1635600409.0,98.8484,280.7608,126.4318,234.1073,42278,7229.046,DEBRIS,SMALL,1995.0
1635711037.0,98.7842,313.4206,69.5231,290.7452,42279,7194.081,DEBRIS,SMALL,1995.0
1635749950.0,98.7531,332.9416,103.5906,256.6841,42280,7183.079,DEBRIS,SMALL,1995.0
1635748383.0,98.649,333.911,69.1753,291.4208,42281,7169.402,DEBRIS,SMALL,1995.0
1635735289.0,98.8791,285.8252,99.9768,260.6146,42282,7230.208,DEBRIS,SMALL,1995.0
1635725311.0,98.6701,19.4433,302.4075,56.9378,42283,7131.812,DEBRIS,SMALL,1995.0
1635682799.0,98.8437,62.2161,322.9452,36.7992,42284,7109.493,DEBRIS,SMALL,1995.0
1635653583.0,98.9312,300.4505,163.1072,197.1383,42285,7235.035,DEBRIS,SMALL,1995.0
1635640270.0,98.863,263.4148,188.1595,171.8523,42286,7251.027,DEBRIS,SMALL,1995.0
1635713514.0,98.8512,352.8307,26.1293,334.0299,42287,7134.209,DEBRIS,SMALL,1995.0
1635678744.0,98.7566,40.9252,332.8729,26.8529,42288,7133.514,DEBRIS,SMALL,1995.0
1635698519.0,98.867,280.8091,176.9331,183.2195,42289,7236.486,DEBRIS,SMALL,1995.0
1635613665.0,98.7451,147.4818,344.4131,15.4819,42290,6985.721,DEBRIS,SMALL,1995.0
1635617058.0,98.7905,309.9491,325.2624,34.681,42291,7187.77,DEBRIS,SMALL,1995.0
1635705991.0,98.7661,317.6212,298.8901,60.9411,42292,7186.299,DEBRIS,SMALL,1995.0
1635576760.0,98.7272,337.9157,143.9008,216.3453,42293,7175.39,DEBRIS,SMALL,1995.0
1635693082.0,98.854,285.0073,136.5047,223.9878,42294,7226.346,DEBRIS,SMALL,1995.0
1635695359.0,98.8547,295.5538,37.5963,322.8042,42295,7211.599,DEBRIS,SMALL,1995.0
1635691056.0,98.8274,274.6955,147.078,213.3289,42297,7233.977,DEBRIS,SMALL,1995.0
1635723405.0,98.7235,56.7818,4.9035,355.4768,42298,7422.924,DEBRIS,SMALL,1995.0
1635701431.0,98.7655,318.4119,294.4911,65.367,42299,7190.742,DEBRIS,SMALL,1995.0
1635444961.0,98.7163,322.0603,233.322,126.4844,42300,7188.08,DEBRIS,SMALL,1995.0
1635677718.0,98.7351,38.1334,267.9273,91.3371,42301,7109.049,DEBRIS,SMALL,1995.0
1635705332.0,98.6573,338.5369,78.3262,282.2034,42302,7153.022,DEBRIS,SMALL,1995.0
1635691077.0,98.65,260.1681,64.3909,296.1474,42303,7216.191,DEBRIS,SMALL,1995.0
1635704228.0,98.7177,339.7278,98.5872,261.7363,42304,7159.922,DEBRIS,SMALL,1995.0
1635615347.0,98.7651,316.4016,226.1271,133.9464,42305,7197.108,DEBRIS,SMALL,1995.0
1635703053.0,98.7075,330.1708,205.9767,153.9945,42306,7174.676,DEBRIS,SMALL,1995.0
1635740545.0,98.8614,294.2723,113.3924,247.0787,42308,7218.943,DEBRIS,SMALL,1995.0
1635702089.0,98.6658,328.3089,154.758,205.5247,42309,7150.002,DEBRIS,SMALL,1995.0
1635628166.0,98.7035,344.5751,44.5487,315.8534,42310,7152.997,DEBRIS,SMALL,1995.0
1635677938.0,98.7225,182.9587,209.5058,150.3116,42312,6926.173,DEBRIS,SMALL,1995.0
1635646350.0,98.6367,259.0899,127.3036,233.3279,42313,7224.832,DEBRIS,SMALL,1995.0
1635727109.0,98.7437,233.3263,82.0043,278.6042,42314,6831.93,DEBRIS,SMALL,1995.0
1635485706.0,98.683,332.7726,164.5542,195.6698,42315,7179.252,DEBRIS,SMALL,1995.0
1635673863.0,98.7373,10.3592,338.2323,21.6593,42316,7131.573,DEBRIS,SMALL,1995.0
1635670185.0,98.7536,348.1746,130.6611,229.7241,42317,7167.791,DEBRIS,SMALL,1995.0
1635691164.0,98.7531,100.8058,246.2671,111.3204,42318,7382.027,DEBRIS,SMALL,1995.0
1635696634.0,98.9196,305.4888,143.521,216.8408,42319,7227.72,DEBRIS,SMALL,1995.0
1635706487.0,98.7395,320.4243,161.7282,198.4354,42320,7192.491,DEBRIS,SMALL,1995.0
1635719395.0,98.6999,348.2323,28.436,331.8975,42321,7150.547,DEBRIS,SMALL,1995.0
1635707039.0,98.8039,302.8758,330.0646,29.7695,42322,7200.46,DEBRIS,SMALL,1995.0
1635542270.0,98.8401,304.3608,146.6927,213.4439,42323,7219.228,DEBRIS,SMALL,1995.0
1635664319.0,98.7394,331.8203,102.0004,258.2517,42324,7177.154,DEBRIS,SMALL,1995.0
1635264220.0,98.8147,313.1266,57.26,303.0038,42325,7208.384,DEBRIS,SMALL,1995.0
1635663849.0,98.7756,332.7495,105.3797,254.9261,42326,7188.075,DEBRIS,SMALL,1995.0
1635630639.0,98.773,315.4154,238.8107,121.2576,42327,7199.458,DEBRIS,SMALL,1995.0
1635560357.0,98.8042,285.5621,75.7751,284.8562,42328,7212.914,DEBRIS,SMALL,1995.0
1635665876.0,98.6022,354.0705,328.0574,31.6334,42329,7133.753,DEBRIS,SMALL,1995.0
1635703984.0,98.7056,329.8261,113.3251,246.9447,42330,7173.257,DEBRIS,SMALL,1995.0
1635709018.0,98.735,324.232,120.3202,239.8862,42331,7183.787,DEBRIS,SMALL,1995.0
1635735317.0,98.7945,98.9052,142.0441,218.2148,42332,7138.77,DEBRIS,SMALL,2000.0
1635637686.0,98.9496,34.2617,8.0429,352.1029,42333,7236.508,DEBRIS,SMALL,2000.0
1635727906.0,98.8331,34.6326,67.1383,293.1634,42334,7210.808,DEBRIS,SMALL,2000.0
1635627624.0,98.6724,5.6503,87.5431,272.9484,42335,7208.209,DEBRIS,SMALL,2000.0
1635729521.0,99.004,69.5877,250.1868,109.6525,42336,7196.2,DEBRIS,SMALL,2000.0
1635728936.0,98.7554,44.7192,338.9427,20.8966,42337,7177.196,DEBRIS,SMALL,2000.0
1635587612.0,98.7459,38.9841,287.5056,72.0911,42338,7172.316,DEBRIS,SMALL,2000.0
1635734838.0,99.0689,76.4008,132.1735,228.1636,42339,7207.115,DEBRIS,SMALL,2000.0
1635729313.0,99.0292,40.0102,59.3088,301.2729,42340,7241.086,DEBRIS,SMALL,2000.0
1635679399.0,98.728,32.2774,7.3897,352.8051,42341,7185.512,DEBRIS,SMALL,2000.0
1635731959.0,98.9664,72.5406,266.3286,93.2832,42343,7186.5,DEBRIS,SMALL,2000.0
1635675723.0,98.7316,31.8728,311.0349,48.6912,42344,7188.998,DEBRIS,SMALL,2000.0
1635717697.0,98.7273,28.359,11.5526,348.679,42345,7185.058,DEBRIS,SMALL,2000.0
1635701095.0,99.0479,126.4451,295.1598,64.3216,42346,7155.228,DEBRIS,SMALL,2000.0
1635681070.0,98.891,56.9728,39.6505,320.8562,42347,7191.283,DEBRIS,SMALL,2000.0
1634709415.0,98.7675,308.0768,36.6028,323.995,42348,7268.008,DEBRIS,SMALL,2000.0
1635581859.0,98.7841,8.3971,261.6771,98.3352,42349,7231.549,DEBRIS,SMALL,2000.0
1635710437.0,98.6664,338.2393,337.5773,22.4248,42350,7249.867,DEBRIS,SMALL,2000.0
1635639638.0,98.6913,31.982,295.679,63.9037,42351,7179.23,DEBRIS,SMALL,2000.0
1635723816.0,98.88,36.291,187.3619,172.7361,42352,7210.392,DEBRIS,SMALL,2000.0
1635732100.0,98.8082,59.2872,289.692,69.8325,42353,7167.727,DEBRIS,SMALL,2000.0
1635678446.0,99.1243,22.5009,286.8882,73.0318,42354,7296.158,DEBRIS,SMALL,2000.0
1635671830.0,98.8052,351.3604,340.2944,19.6694,42355,7254.714,DEBRIS,SMALL,2000.0
1635681999.0,98.8798,44.7481,120.2337,240.3024,42356,7204.144,DEBRIS,SMALL,2000.0
1635638053.0,98.8391,23.8413,357.108,3.0036,42357,7214.265,DEBRIS,SMALL,2000.0
1635677127.0,98.8914,25.7864,206.0898,153.7317,42358,7225.143,DEBRIS,SMALL,2000.0
1635681650.0,98.9036,50.1539,70.8979,289.4664,42359,7203.791,DEBRIS,SMALL,2000.0
1635733679.0,98.8855,56.2166,70.419,290.6027,42360,7187.221,DEBRIS,SMALL,2000.0
1635672441.0,98.9402,7.4622,39.2432,321.4611,42361,7236.596,DEBRIS,SMALL,2000.0
1635566570.0,98.8883,291.0105,174.391,185.8672,42362,7313.424,DEBRIS,SMALL,2000.0
1635661968.0,98.8373,329.3931,91.7868,269.2265,42363,7276.354,DEBRIS,SMALL,2000.0
1635675374.0,98.8386,22.8928,173.9637,186.2338,42364,7221.289,DEBRIS,SMALL,2000.0
1635736567.0,98.9248,64.0001,38.6889,321.826,42365,7189.906,DEBRIS,SMALL,2000.0
1635598257.0,98.8968,87.2833,260.5699,98.7177,42366,7154.16,DEBRIS,SMALL,2000.0
1635725337.0,98.9202,20.8346,291.0239,68.8205,42367,7235.82,DEBRIS,SMALL,2000.0
1635633166.0,98.819,16.956,230.1606,129.8397,42368,7228.695,DEBRIS,SMALL,2000.0
1635655585.0,98.7753,25.4322,122.3198,237.9237,42369,7207.18,DEBRIS,SMALL,2000.0
1635735206.0,99.1154,109.961,351.0539,8.9742,42371,7182.541,DEBRIS,SMALL,2000.0
1635552012.0,98.8635,31.6019,163.7216,196.447,42372,7219.702,DEBRIS,SMALL,2000.0
1635525109.0,99.0424,131.0989,256.0206,103.1299,42373,7144.355,DEBRIS,SMALL,2000.0
1635761156.0,98.8843,26.641,304.2,55.7961,42374,7221.949,DEBRIS,SMALL,2000.0
1635677467.0,98.7792,15.2961,339.0726,21.0267,42375,7223.437,DEBRIS,SMALL,2000.0
1635438565.0,98.8571,280.1805,175.4603,184.766,42376,7310.219,DEBRIS,SMALL,2000.0
1635691002.0,98.7023,84.1063,278.3622,81.5041,42377,7171.643,DEBRIS,SMALL,2000.0
1635634833.0,98.8237,38.6411,37.2875,323.008,42378,7201.525,DEBRIS,SMALL,2000.0
1635683099.0,98.9075,55.2878,77.8552,282.8701,42379,7195.758,DEBRIS,SMALL,2000.0
1635685964.0,98.8601,61.3632,309.0025,50.7262,42380,7174.242,DEBRIS,SMALL,2000.0
1635692745.0,98.9858,105.4704,336.5808,23.3265,42381,7162.993,DEBRIS,SMALL,2000.0
1635241760.0,98.9304,14.3517,326.6834,33.1405,42382,7244.144,DEBRIS,SMALL,2000.0
1635676047.0,98.8842,22.8456,359.8572,0.2579,42383,7221.291,DEBRIS,SMALL,2000.0
1635721646.0,98.7674,14.799,153.7358,206.4827,42384,7219.911,DEBRIS,SMALL,2000.0
1635635429.0,98.7474,14.2421,88.9549,271.2798,42385,7213.794,DEBRIS,SMALL,2000.0
1635637029.0,98.7653,22.4755,9.658,350.5021,42386,7210.878,DEBRIS,SMALL,2000.0
1635676217.0,98.8337,32.2901,115.7952,244.5433,42387,7212.005,DEBRIS,SMALL,2000.0
1635452214.0,98.6801,350.7826,152.4212,207.8096,42388,7220.419,DEBRIS,SMALL,2000.0
1635631501.0,98.8873,125.864,262.4724,97.2876,42389,7110.834,DEBRIS,SMALL,2000.0
1635673322.0,98.74,18.3407,36.6688,323.5644,42390,7212.605,DEBRIS,SMALL,2000.0
1635645899.0,99.0337,84.4935,42.1019,318.1892,42391,7190.943,DEBRIS,SMALL,2000.0
1635685540.0,98.9634,64.965,46.199,314.0866,42392,7195.602,DEBRIS,SMALL,2000.0
1635672234.0,98.9599,11.1651,9.8634,350.3549,42393,7256.67,DEBRIS,SMALL,2000.0
1635688885.0,98.9245,66.032,29.2355,331.1753,42394,7186.463,DEBRIS,SMALL,2000.0
1635683128.0,98.9215,54.5432,347.8864,12.1671,42395,7196.878,DEBRIS,SMALL,2000.0
1635732085.0,98.7702,38.6629,326.7451,33.1216,42396,7189.656,DEBRIS,SMALL,2000.0
1635672526.0,98.7875,12.9788,170.4264,189.7947,42397,7218.564,DEBRIS,SMALL,2000.0
1635624580.0,98.7428,339.3274,354.3122,5.7649,42398,7251.029,DEBRIS,SMALL,2000.0
1635631094.0,98.7837,13.2847,198.5629,161.5011,42399,7226.745,DEBRIS,SMALL,2000.0
1635672083.0,98.7457,1.6514,208.4393,151.5372,42400,7230.289,DEBRIS,SMALL,2000.0
1635648782.0,98.9407,74.8039,0.7444,359.3824,42401,7178.1,DEBRIS,SMALL,2000.0
1635684898.0,98.9817,71.9697,15.702,344.5345,42402,7192.126,DEBRIS,SMALL,2000.0
1635599500.0,98.8742,191.9107,334.4322,25.0044,42403,7043.03,DEBRIS,SMALL,2000.0
1635679020.0,98.8355,196.0774,307.0998,51.2412,42404,7057.668,DEBRIS,SMALL,2000.0
1635510734.0,99.0343,83.0601,38.3214,322.0538,42405,7189.267,DEBRIS,SMALL,2000.0
1635672444.0,98.7469,17.6842,126.6519,233.6433,42406,7221.27,DEBRIS,SMALL,2000.0
1635733257.0,98.9863,48.1661,232.6875,127.2165,42407,7221.03,DEBRIS,SMALL,2000.0
1635579120.0,98.817,5.5155,310.6396,49.3103,42408,7239.34,DEBRIS,SMALL,2000.0
1635641798.0,98.757,37.7692,304.7001,54.9727,42409,7185.185,DEBRIS,SMALL,2000.0
1635636447.0,98.7867,38.4174,35.3818,325.0286,42410,7192.963,DEBRIS,SMALL,2000.0
1635647724.0,98.8641,59.3494,317.667,42.1489,42411,7176.699,DEBRIS,SMALL,2000.0
1635632393.0,98.8239,22.8631,115.4392,244.8877,42412,7202.33,DEBRIS,SMALL,2000.0
1635640344.0,98.8608,46.7871,24.6445,335.6106,42413,7198.395,DEBRIS,SMALL,2000.0
1635692133.0,98.6972,94.2588,154.6295,205.5286,42414,7140.576,DEBRIS,SMALL,2000.0
1635648696.0,98.9433,54.5399,13.7172,346.4854,42415,7206.051,DEBRIS,SMALL,2000.0
1635634150.0,98.8649,31.298,168.4495,191.7277,42416,7215.907,DEBRIS,SMALL,2000.0
1635716276.0,98.8176,10.4911,233.5871,126.2221,42417,7231.461,DEBRIS,SMALL,2000.0
1635672706.0,98.7736,15.9951,11.7733,348.37,42418,7220.167,DEBRIS,SMALL,2000.0
1635676671.0,98.859,21.7142,207.6641,152.2815,42419,7221.257,DEBRIS,SMALL,2000.0
1635688741.0,99.0246,81.7602,130.181,230.221,42420,7192.567,DEBRIS,SMALL,2000.0
1635482360.0,98.8007,307.7129,117.6888,243.4268,42421,7289.731,DEBRIS,SMALL,2000.0
1635720888.0,98.8238,27.2873,135.6026,224.6573,42422,7218.794,DEBRIS,SMALL,2000.0
1635638317.0,98.954,33.8546,247.8774,111.9348,42423,7223.174,DEBRIS,SMALL,2000.0
1635685314.0,99.0058,75.3347,11.0511,349.1194,42424,7193.686,DEBRIS,SMALL,2000.0
1635669616.0,98.7933,356.0247,332.6959,27.2773,42425,7246.419,DEBRIS,SMALL,2000.0
1635712309.0,98.6986,347.8131,330.1822,29.8568,42426,7231.643,DEBRIS,SMALL,2000.0
1635689269.0,98.8997,86.8891,253.7986,105.4548,42427,7159.395,DEBRIS,SMALL,2000.0
1635680021.0,98.8634,44.0106,57.2081,303.1818,42428,7207.12,DEBRIS,SMALL,2000.0
1635583862.0,98.8703,2.6265,346.2604,13.7667,42429,7238.777,DEBRIS,SMALL,2000.0
1635638645.0,98.9033,34.7963,214.4028,145.6886,42430,7210.658,DEBRIS,SMALL,2000.0
1635685376.0,98.9872,64.6563,358.1346,1.9678,42431,7200.485,DEBRIS,SMALL,2000.0
1635730876.0,100.2146,77.5184,261.7884,97.6571,42435,7501.435,DEBRIS,SMALL,1966.0
1635732697.0,100.2799,95.8421,258.3059,101.217,42436,7494.389,DEBRIS,SMALL,1966.0
1635604038.0,100.2387,101.3352,242.5894,117.069,42439,7485.719,DEBRIS,SMALL,1966.0
1635688911.0,100.2641,82.6074,263.6371,95.814,42440,7498.083,DEBRIS,SMALL,1966.0
1635689519.0,100.3696,81.4984,280.0238,79.6997,42441,7504.611,DEBRIS,SMALL,1966.0
1635706789.0,107.9749,142.759,6.2421,353.8863,42443,7013.135,DEBRIS,SMALL,1978.0
